Position_x,Potential_V,Time_0.00,Time_0.30,Time_0.60,Time_0.90,Time_1.20,Time_1.50,Time_1.80,Time_2.10,Time_2.40,Time_2.70,Time_3.00,Time_3.30,Time_3.60,Time_3.90,Time_4.20,Time_4.50,Time_4.80,Time_5.10,Time_5.40,Time_5.70,Time_6.00,Time_6.30,Time_6.60,Time_6.90,Time_7.20,Time_7.50,Time_7.80,Time_8.10,Time_8.40,Time_8.70,Time_9.00,Time_9.30,Time_9.60,Time_9.90,Time_10.20,Time_10.50,Time_10.80,Time_11.10,Time_11.40,Time_11.70,Time_12.00,Time_12.30,Time_12.60,Time_12.90,Time_13.20,Time_13.50,Time_13.80,Time_14.10,Time_14.40,Time_14.70
-28.189094547273637,0.0,2.2278131097413137e-20,6.209342999310962e-23,2.3276042272041964e-25,1.3957738963423284e-27,1.5299815557031717e-29,5.19544261023674e-31,2.8526004087058986e-31,2.0246307005896896e-31,2.91475248217575e-30,3.1118197355526115e-30,1.8054827036094507e-30,1.1595321519492563e-30,1.977765892842368e-31,3.5750417148816636e-32,1.0815447264560986e-30,8.1781574875816e-31,1.8128093051726623e-31,1.8720571415709168e-30,1.3455169805387695e-30,2.9865836442168146e-30,8.52493819792376e-28,8.537567240056936e-25,4.253291919541682e-22,1.0661043012809261e-19,1.4281005245093135e-17,1.0838987378113914e-15,4.930537360080001e-14,1.4178161445092828e-12,2.7088822683280327e-11,3.600210932149984e-10,3.4702732012796948e-09,2.518988105211968e-08,1.4239665617240577e-07,6.458446383706831e-07,2.412925817717228e-06,7.6000021500198464e-06,2.0595950623355385e-05,4.888898983382028e-05,0.00010325531058359565,0.00019672680089638454,0.0003422273722122361,0.0005493923833468823,0.000821546964887673,0.0011538508218698496,0.001533215025485239,0.001939985879780569,0.002350859439510249,0.002742226710343259,0.0030931843284137213,0.0033876871144385206
-28.139069534767383,0.0,3.1024580483805187e-20,8.826635305013321e-23,3.361332151184903e-25,2.0377671036140798e-27,2.242070688492614e-29,5.071864947180747e-31,2.6145055214100354e-31,2.450521494402003e-31,3.789856654178405e-30,3.0307104367058185e-30,2.0665234065761785e-30,1.2501957043524944e-30,1.7354927253029161e-31,8.074750253478859e-32,1.376995236763156e-30,7.608199235010128e-31,4.743881883401815e-31,8.591326778061826e-31,8.187170035473964e-31,3.040713330340592e-30,1.0685413677768756e-27,1.0472448242372853e-24,5.118988271080541e-22,1.261056104808154e-19,1.662401061346015e-17,1.243238843529687e-15,5.579345478700371e-14,1.5846962459006988e-12,2.993918404560918e-11,3.93872634014907e-10,3.7617403362467186e-09,2.7078953815611776e-08,1.5192673213512427e-07,6.843928627494577e-07,2.54125000714658e-06,7.959712786953404e-06,2.146218804457191e-05,5.071267554872225e-05,0.00010666333034530232,0.00020245522725558125,0.0003509877421286183,0.0005617021438568817,0.0008375750979483841,0.0011733276269625256,0.0015554331562872442,0.001963889739188697,0.002375195188774473,0.0027657134578447234,0.0031146692760133025,0.0034062590570136035
-28.089044522261133,0.0,4.315087808374323e-20,1.253157758630219e-22,4.84827216502245e-25,2.9714344159239165e-27,3.2699365612785596e-29,4.739981711994258e-31,1.9001558917508607e-31,4.21840833545643e-31,4.507212999889674e-30,2.978893764707237e-30,2.572383139867535e-30,1.2238284325535434e-30,1.537238062516172e-31,1.071320750434338e-31,1.4891244557981181e-30,5.4623460642630455e-31,7.600731563517373e-31,2.995234759041037e-31,2.942227076914535e-31,2.703114919912704e-30,1.3275276608544896e-27,1.2836172451271544e-24,6.158203158424895e-22,1.491062378707556e-19,1.9344114004876166e-17,1.4254959385750748e-15,6.311425295004728e-14,1.7706667205057233e-12,3.3079858465735144e-11,4.307906168152536e-10,4.076662000357018e-09,2.9102881540050242e-08,1.6205930297520972e-07,7.250946556253704e-07,2.675891836439438e-06,8.334973893849134e-06,2.2361157869575785e-05,5.2596238780324454e-05,0.0001101678275290437,0.0002083220480838592,0.000359926247291088,0.0005742185525774306,0.0008538191960614666,0.0011930060207687896,0.0015778150106981188,0.0019879006344791918,0.002399570178446487,0.00278916935947829,0.003136059090377186,0.0034246834645689705
-28.03901950975488,0.0,5.994181834817273e-20,1.7769585919970642e-22,6.984506875433962e-25,4.327625970399342e-27,4.7626273670997234e-29,5.492218756789391e-31,8.886696045399156e-32,7.390841334953043e-31,4.93097047150633e-30,2.942415249852239e-30,3.160717756161209e-30,1.10635594057388e-30,1.5568711266417509e-31,1.062366456236653e-31,1.3589623650253917e-30,2.945255916172123e-31,8.919691728382293e-31,4.3389310011775956e-31,1.3814792599259922e-31,2.3406461087611626e-30,1.6377947919523885e-27,1.5719150040029727e-24,7.405125434572817e-22,1.7623167033233733e-19,2.2500800483269055e-17,1.6338909076723143e-15,7.13718475187529e-14,1.977845743319449e-12,3.653938972994209e-11,4.710416793654774e-10,4.416837699167996e-09,3.127076749857847e-08,1.7283002310881054e-07,7.680612145838954e-07,2.8171341487191592e-06,8.72638403385802e-06,2.3293930707907375e-05,5.454131606497098e-05,0.00011377095082958903,0.00021432967519775236,0.0003690451451350164,0.0005869432273819746,0.0008702798207828964,0.0012128852774480638,0.0016003585872121327,0.0020120155280478062,0.0024239807311376305,0.0028125905548193274,0.003157350154369621,0.0034429572948484082
-27.988994497248626,0.0,8.316234793041316e-20,2.5165747138946637e-22,1.0049805089409896e-24,6.2952361889394646e-27,6.944371762809362e-29,9.255523964079841e-31,9.771949413351435e-33,1.164899074281214e-30,4.961949621429173e-30,2.9158599882626132e-30,3.645459466786917e-30,9.456189604181328e-31,1.895590787663118e-31,1.0266056619329246e-31,1.0188448728396626e-30,1.567610070003213e-31,8.01053074515709e-31,1.1018715009513947e-30,5.3537803227590775e-31,2.3428039769480464e-30,2.0182254455774053e-27,1.923577554209597e-24,8.900666390522234e-22,2.0820873555512287e-19,2.6162742983081534e-17,1.872086410372232e-15,8.068296358662055e-14,2.208578896091467e-12,4.034902192217927e-11,5.14914614686937e-10,4.784197744281586e-09,3.359229086574011e-08,1.8427649652995628e-07,8.134089426534745e-07,2.9652709689100615e-06,9.134561347925536e-06,2.426160519739686e-05,5.654957624911537e-05,0.00011747487703713239,0.0002204805338223196,0.00037834668330655814,0.000599877750183751,0.0008869574755698182,0.001232964600773466,0.0016230618142370713,0.002036231324277659,0.0024484231317567786,0.0028359731695077285,0.0031785388596195356,0.0034610775325064633
-27.938969484742373,0.0,1.1523386349521575e-19,3.559617020655687e-22,1.444284022161431e-24,9.146662708727786e-27,1.0144164906708023e-28,1.808146089930886e-30,2.795512829949797e-32,1.6250975615549675e-30,4.567855679359719e-30,2.900544098397952e-30,3.8775786093504084e-30,7.909512227739592e-31,2.5137987042031294e-31,1.4514211288988037e-31,5.838251868200445e-31,2.3653994867110173e-31,5.428527378311029e-31,1.8370257929151102e-30,1.3659670983585768e-30,2.9184627459761542e-30,2.5000697849832064e-27,2.3530400332112403e-24,1.0693743315968254e-21,2.4589000881246257e-19,3.040919048880029e-17,2.1442459125682803e-15,9.117846251046978e-14,2.465462722354632e-12,4.454294422466006e-11,5.627221200605325e-10,5.180812185678185e-09,3.607774042824077e-08,1.964383733635589e-07,8.612596621289391e-07,3.1206078724177135e-06,9.56014404220656e-06,2.526530846106553e-05,5.862272068098185e-05,0.00012128181074565745,0.00022677706173762326,0.00038783309837429533,0.0006130236655127627,0.0009038526045841766,0.001253243123454767,0.0016459225500726424,0.00206054487013349,0.0024728936285461733,0.0028593133164892424,0.0031996216077362243,0.0034790411900810963
-27.88894447223612,0.0,1.5947406077322965e-19,5.0287218116723e-22,2.0731016736204622e-24,1.327424037040865e-26,1.48340917053676e-28,3.3424840753878146e-30,2.095223682029083e-31,2.0158217731616705e-30,3.8032401123511244e-30,2.898861889397582e-30,3.7926675775861376e-30,6.776017255946538e-31,3.220241101554609e-31,2.7980286303418465e-31,2.061943838186919e-31,5.312392078569464e-31,2.7554698464143326e-31,2.154158397679304e-30,2.2518850146330207e-30,3.998554161736326e-30,3.12296670463691e-27,2.8780896215448494e-24,1.2842753508177281e-21,2.902751473647557e-19,3.5331560468268026e-17,2.4551003975019796e-15,1.030050025324339e-13,2.751370627996419e-12,4.9158556876509666e-11,6.148026761857944e-10,5.608900310213786e-09,3.8738050085837864e-08,2.0935745060264124e-07,9.117408356057299e-07,3.283462362521282e-06,1.0003790881137685e-05,2.6306196560588727e-05,6.076248338590135e-05,0.00012519398403399568,0.00023322170839490278,0.0003975066145183086,0.0006263824790862959,0.0009209655915086507,0.001273719906488689,0.0016689385829231833,0.0020849529557884126,0.0024973884341413415,0.00288260709726931,0.0032205948115211678,0.003496845308982195
-27.838919459729865,0.0,2.204228080657487e-19,7.09533333552862e-22,2.9720873665324967e-24,1.9242294256950003e-26,2.1683973787495973e-28,5.5567897080778074e-30,5.644113618787907e-31,2.233860926660616e-30,2.8096761089276548e-30,2.909307789624356e-30,3.428944003317009e-30,6.204751171519678e-31,3.733574902596317e-31,5.183691056370539e-31,1.4314262737227687e-32,9.253390652068026e-31,1.7832410572963381e-31,1.8529276514352394e-30,2.7611171080504134e-30,5.275171363786873e-30,3.925764752013782e-27,3.520057220082468e-24,1.5417309597550642e-21,3.4253578649678164e-19,4.1035264968834724e-17,2.8100237338851443e-15,1.1632688802852425e-13,3.0694813514534544e-12,5.423676002162528e-11,6.715225655414063e-10,6.0708407390007676e-09,4.1584836225685965e-08,2.23077777177441e-07,9.649857943883373e-07,3.454164256527129e-06,1.0466181685941998e-05,2.7385454945769516e-05,6.297063122462308e-05,0.00012921365611905087,0.00023981693400235846,0.00040736944219709083,0.0006399556563738033,0.0009382967583758321,0.0012943939385372323,0.001692107630945136,0.0021094523152833076,0.0025219037266547466,0.002905850603178777,0.003241454896176463,0.003514486960496031
-27.788894447223612,0.0,3.0428430650381033e-19,9.998821527233346e-22,4.255743585624773e-24,2.786142483816671e-26,3.164583742774445e-28,8.365496648493874e-30,1.007638489884036e-30,2.215863550027196e-30,1.7905296803409575e-30,2.926091419638005e-30,2.9098581852144252e-30,6.165858620072937e-31,3.7980067302847933e-31,8.193506442240492e-31,6.316719257921489e-32,1.2430672423461972e-30,3.5431003907526774e-31,1.1407530974599555e-30,2.6561317513125627e-30,6.347374531225661e-30,4.937354859763971e-27,4.3041485871985165e-24,1.850033175215102e-21,4.0404456083542004e-19,4.7641804655569466e-17,3.2151177848610225e-15,1.3132812804922458e-13,3.4233102476671524e-12,5.982226731110033e-11,7.33278039552303e-10,6.56918215804861e-09,4.463043705670319e-08,2.376457635073721e-07,1.0211339744357697e-06,3.6330560807238315e-06,1.0948017838330872e-05,2.8504298899458146e-05,6.524896403387752e-05,0.00013334311298065734,0.00024656520858049,0.00041742377679281637,0.0006537446211570649,0.0009558463644115476,0.0013152641353347614,0.0017154273423295372,0.002134039627218719,0.0025464356507829246,0.0029290399166506356,0.0032621983005110913,0.003531963246801156
-27.73886943471736,0.0,4.1952623187405997e-19,1.407296530884394e-21,6.0864236265954085e-24,4.0294442823587775e-26,4.608681787161826e-28,1.1670488158031948e-29,1.3608166736999425e-30,1.9694828636369917e-30,9.628756484439547e-31,2.944375262014173e-30,2.39794028826386e-30,6.520873919964702e-31,3.305905267235849e-31,1.0959160971455457e-30,3.1640283825660377e-31,1.3359077212295834e-30,7.712436968847742e-31,4.918082291939641e-31,2.0340586895653773e-30,6.913625424031546e-30,6.175558529905152e-27,5.260280383342336e-24,2.219058635092597e-21,4.764089020178889e-19,5.529117003739229e-17,3.677308462164692e-15,1.4821472711580717e-13,3.816743651533116e-12,6.596394626866103e-11,8.004976447826586e-10,7.106654718260903e-09,4.7887953993794964e-08,2.531102956901057e-07,1.080331160006972e-06,3.820493474168225e-06,1.1450022789151058e-05,2.9663973977348714e-05,6.759931474846221e-05,0.00013758466695751897,0.00025346901098694305,0.00042767179723547704,0.0006677507540865751,0.0009736146048933889,0.001336329339124537,0.0017388952954197788,0.0021587115154790204,0.002570980318936533,0.002952171112507116,0.003282821478146076,0.0035492713019878433
-27.68884442221111,0.0,5.77690506182909e-19,1.9782590949035828e-21,8.694040668980556e-24,5.82073366643425e-26,6.69914729419416e-28,1.5563512224919752e-29,1.4191467594273784e-30,1.5785295882589383e-30,4.992226094135417e-31,2.9682657125563483e-30,2.0364274693103956e-30,7.091661842030752e-31,2.371535764315977e-31,1.250964979445699e-30,6.642638837880403e-31,1.1596190523579846e-30,1.2709073788379795e-30,3.3594233294698674e-31,1.265523195578674e-30,6.945964756045975e-30,7.659797081196242e-27,6.424603117784385e-24,2.660573443455098e-21,5.615103960833036e-19,6.414459368155714e-17,4.2044540805045475e-15,1.6721723366417638e-13,4.254076610337784e-12,7.271518757947622e-11,8.736447190233051e-10,7.686182142691407e-09,5.13712951850618e-08,2.6952285448518044e-07,1.142729735169423e-06,4.016845601322674e-06,1.1972942571702084e-05,3.086575644207248e-05,7.002354950413148e-05,0.00014194065631368692,0.00026053082791081025,0.00043811566460641384,0.0006819753912350913,0.000991601610025488,0.0013575883181255622,0.0017625089988650051,0.002183464549988683,0.0025955338123928307,0.002975240259256073,0.00330332089871956,0.0035664082930709187
-27.638819409704855,0.0,7.944889832973352e-19,2.7774192736480554e-21,1.2403774181124063e-23,8.398422490877945e-26,9.72540790695501e-28,2.058596939135851e-29,1.0809606948418441e-30,1.173501093813818e-30,4.791360908237499e-31,3.0158350955786145e-30,1.8993206328615183e-30,7.700735850223327e-31,1.317414253320622e-31,1.2239794552270725e-30,9.675742991414842e-31,7.983978184519276e-31,1.6401267665011483e-30,7.8648836190854435e-31,7.681356431433114e-31,6.785018703405458e-30,9.435223849312287e-27,7.841562972466383e-24,3.1885935735980488e-21,6.6155063949282615e-19,7.43877019203686e-17,4.8054675500007676e-15,1.8859357406871716e-13,4.740054300878976e-12,8.013430562495267e-11,9.532200688210642e-10,8.310894580860601e-09,5.5095221278468625e-08,2.869376392527228e-07,1.2084889433333235e-06,4.222495573556462e-06,1.2517546319428356e-05,3.211095369098215e-05,7.252356772058424e-05,0.0001464134447750778,0.0002677531528363603,0.0004487575207217627,0.0006964198226492308,0.0010098074438305662,0.0013790397660305312,0.0017862658918095704,0.0022082952475006375,0.0026200921824699815,0.0029982434203962003,0.0033236930490920342,0.0035833714209861146
