Position_x,Wavefunction_Psi,Potential_Energy_V
1.3010033444816054,-0.03154131827029636,0.0
1.3110367892976589,-0.03940231275290831,0.0
1.3210702341137124,-0.047120551626165234,0.0
1.3311036789297659,-0.054668071508820734,0.0
1.3411371237458194,-0.06201752753899516,0.0
1.351170568561873,-0.06914229244532512,0.0
1.3612040133779264,-0.07601655301826397,0.0
1.37123745819398,-0.08261540363201486,0.0
1.3812709030100334,-0.08891493647826414,0.0
1.391304347826087,-0.09489232818479616,0.0
1.4013377926421404,-0.10052592250516747,0.0
1.411371237458194,-0.1057953087798539,0.0
1.4214046822742474,-0.11068139588460374,0.0
1.431438127090301,-0.11516648139808011,0.0
1.4414715719063547,-0.11923431573819639,0.0
1.451505016722408,-0.12287016103477647,0.0
1.4615384615384617,-0.12606084452524483,0.0
1.471571906354515,-0.1287948062798885,0.0
1.4816053511705687,-0.13106214108378583,0.0
1.491638795986622,-0.13285463432365816,0.0
1.5016722408026757,-0.1341657917496293,0.0
1.511705685618729,-0.13499086300406207,0.0
1.5217391304347827,-0.1353268588322286,0.0
1.531772575250836,-0.13517256191245813,0.0
1.5418060200668897,-0.13452853126652536,0.0
1.551839464882943,-0.13339710023430007,0.0
1.5618729096989967,-0.13178236801999535,0.0
1.5719063545150502,-0.12969018484064412,0.0
1.5819397993311037,-0.12712813073060936,0.0
1.5919732441471572,-0.12410548807892172,0.0
1.6020066889632107,-0.12063320799894121,0.0
1.6120401337792643,-0.1167238706521872,0.0
1.6220735785953178,-0.11239163967008435,0.0
1.6321070234113713,-0.10765221083875552,0.0
1.6421404682274248,-0.10252275523277836,0.0
1.6521739130434783,-0.09702185700393305,0.0
1.6622073578595318,-0.09116944605033454,0.0
1.6722408026755853,-0.08498672580989053,0.0
1.6822742474916388,-0.07849609643969167,0.0
1.6923076923076923,-0.07172107365965646,0.0
1.7023411371237458,-0.06468620355446317,0.0
1.7123745819397993,-0.05741697364244359,0.0
1.7224080267558528,-0.04993972053363744,0.0
1.7324414715719065,-0.04228153451156514,0.0
1.7424749163879598,-0.03447016138442361,0.0
1.7525083612040135,-0.02653390196129556,0.0
1.7625418060200668,-0.018501509517580852,0.0
1.7725752508361206,-0.010402085621125108,0.0
1.7826086956521738,-0.0022649746964813274,0.0
1.7926421404682276,0.005880342290710399,0.0
1.8026755852842808,0.014004354644029368,0.0
1.8127090301003346,0.02207762885430188,0.0
1.8227424749163879,0.030070915237971726,0.0
1.8327759197324416,0.03795525390947131,0.0
1.8428093645484949,0.04570207970364152,0.0
1.8528428093645486,0.053283325668074685,0.0
1.8628762541806019,0.060671524750414374,0.0
1.8729096989966556,0.06783990931220688,0.0
1.882943143812709,0.0747625081087527,0.0
1.8929765886287626,0.08141424038360728,0.0
1.9030100334448161,0.08777100673681605,0.0
1.9130434782608696,0.09380977643767102,0.0
